,name,region,Published,End
8114,REBID T2049-01 30-Man Barracks-Camp Crowder Training Site,Missouri,06/21/2021,07/13/2021
8115,Residence Hall Weekend and Emergency Janitorial Services,Colorado,06/21/2021,07/22/2021
8116,Total Curriculum Support (TCS) Package - Nursing,North Carolina,06/21/2021,07/15/2021
8117,Air Purification System,California,06/21/2021,07/29/2021
8118,Lubrication Oils for City Vehicle Fleet,California,06/21/2021,07/14/2021
8119,NOPD MOTORCYCLES LEASE,Louisiana,06/21/2021,07/20/2021
8120,Richland Creek Sewer Outfall Aerial Sewer Pipe Replacement,North Carolina,06/21/2021,07/28/2021
8121,Environmental Monitoring Wastewater Treatment Plant Regulatory Compliance Sample Analysis,New Mexico,06/21/2021,07/29/2021
8122,On-Call Electrical Services,Oregon,06/21/2021,07/21/2021
8123,BIMT Berth 22 High Heavy Lot Resurface,Florida,06/21/2021,07/15/2021
8124,Village of Lincolnwood - Police Range Renovation,Illinois,06/21/2021,07/09/2021
8125,"M/WBE & SDVOB Subcontractor proposals for the Project: “GFM-527,Work Order # 006, Bridge Preservation at the Henry Hudson Bridge",New York,06/21/2021,Not Stated
8126,RFP Well Maintenance Services,Missouri,06/21/2021,Not Stated
8127,WA DOC Health Services Consulting,Washington,06/21/2021,07/22/2021
8128,Incident Trailer Primary Mover,California,06/21/2021,07/13/2021
8129,Forensic Psychological Evaluation,Oregon,06/21/2021,07/21/2021
8130,RFP ID Badge Printer Services & Supplies,Vermont,06/21/2021,07/14/2021
8131,Golf Course Point of Sale System,Michigan,06/21/2021,07/14/2021
8132,Various Facilities (Division of Forestry) - Statewide Demolition of Structures,Tennessee,06/21/2021,07/09/2021
8133,Wayfinding and Signage Design,Oregon,06/21/2021,07/20/2021
8134,Group Life and Accidental Death & Dismemberment Benefits,Florida,06/21/2021,07/22/2021
8135,Drug Testing Analyzer and Supplies,Illinois,06/21/2021,07/07/2021
8136,EVERGREEN CEMETERY FENCING,Florida,06/21/2021,07/14/2021
8137,Clean Energy Fund (CEF) Grants to Non-profit Lenders,Washington,06/21/2021,07/27/2021
8138,LUC CR22 13.25 Bncft & Secor Sgl-PID 113677 - Rebid,Ohio,06/21/2021,07/13/2021
8139,MSX Outdoor Furniture,California,06/21/2021,07/09/2021
8140,ABC Commission Janitorial Service,North Carolina,06/21/2021,07/06/2021
8141,City of Maryville Downtown Branding Services,Tennessee,06/21/2021,07/13/2021
8142,Parker/Hollywood Outfall Structures,Texas,06/21/2021,07/08/2021
8143,Plan Review and Building Inspection Services,Arizona,06/21/2021,07/15/2021
8144,Customer Relationship Management (CRM) Solution,New York,06/21/2021,07/14/2021
8145,Improving Outcomes in Institutional Education,Washington,06/21/2021,07/22/2021
8146,RFP Environmental Consultant CEQA County Gov Ctr,California,06/21/2021,07/12/2021
8147,ITB Radiation Detection Equipment (Re-Bid),Louisiana,06/21/2021,07/13/2021
8148,Heavy Truck Front End Alignment,Louisiana,06/21/2021,07/09/2021
8149,Bridge Group 35 - Smithfield,Rhode Island,06/21/2021,07/09/2021
8150,ITB - Medical Oxygen Services and Supplies,Louisiana,06/21/2021,07/09/2021
8151,Program Administration- Refugee School Impact Services,Washington,06/21/2021,07/20/2021
8152,Basic Education Compensation Advisory Committee,Washington,06/21/2021,07/08/2021
8153,Underwater Tank/Reservoir Inspection and Cleaning Services (Rebid of PUC.PRO.0156),California,06/21/2021,07/09/2021
8154,RFP Legislative Consultant,Washington,06/21/2021,07/09/2021
8155,Analysis of Requirement for Hearing Instruments Benefit,Washington,06/21/2021,07/12/2021
8156,Internet Cloud-Based Contact Center as a Service (CCaaS),Florida,06/21/2021,07/28/2021
8157,Acoustical Ceiling and Fabric Wall Panels at Tafolla M.S.,Texas,06/21/2021,07/13/2021
8158,Track Maintenance Equipment Parts and Repair Services,Illinois,06/21/2021,07/16/2021
8159,"Cure-in-place lining of CMP arch pipes and placement of riprap on Froberg Road over Sturgeon Slough Drain, Baraga County",Michigan,06/21/2021,07/09/2021
8160,Emergency Radio System Repl KSP Various Locations,Kentucky,06/21/2021,07/20/2021
8161,"2.00 mi of hot mix asphalt crushing, shaping and resurfacing and pavement markings on Camden Road from Tuttle Road to Coman Road, Hillsdale County",Michigan,06/21/2021,07/09/2021
8162,"2.50 mi of hot mix asphalt crushing, shaping and resurfacing, shoulder trenching along horizontal curves, shoulder aggregate, drainage and pavement markings on Krys Road from Charles Brink Road north to",Michigan,06/21/2021,07/09/2021
8163,"0.76 mi of hot mix asphalt base crushing, shaping, and resurfacing, clearing, aggregate shoulders, pavement markings, intersection realignment, vertical curve modification and superelevation corrections",Michigan,06/21/2021,07/09/2021
8164,"1.34 mi of hot mix asphalt base crushing, shaping, and resurfacing, trenching and pavement markings on Esch Road west of M-22, Benzie County",Michigan,06/21/2021,07/09/2021
8165,Supportive Campsite Program,Washington,06/21/2021,07/14/2021
8166,Gas Turbine Air Filter Product Solution,California,06/21/2021,07/16/2021
8167,"Bridge rehabilitation includes concrete deck patching, cleaning and coating structural steel and approach work on I Road (County Road 533) over Ford River, Delta County",Michigan,06/21/2021,07/09/2021
8168,"Bridge removal and replacement with approach work on Chestnut Street over Dequindre Cut Greenway in the city of Detroit, Wayne Count",Michigan,06/21/2021,07/09/2021
8169,"0.93 mi of hot mix asphalt cold mill and resurface, concrete pavement repairs, concrete curb, gutter and ramps and pavement markings on 12 Mile Road from Farmington Road to Orchard Lake Road, in the city",Michigan,06/21/2021,07/09/2021
8170,"0.20 mi of concrete sidewalk and ramps and storm sewer along Palmer Road from Christine Street and Wayne Road in the city of Westland, Wayne County",Michigan,06/21/2021,07/09/2021
8171,"0.02 mi of retaining wall repair, concrete curb and gutter, sidewalk, sidewalk ramps and fence replacement on M-43 at Hillcrest Avenue in the city of East Lansing, Ingham County",Michigan,06/21/2021,07/09/2021
8172,"FY22 PRPP, Southeast Area - Mill, Pulverize, and Pave",Arizona,06/21/2021,07/13/2021
8173,Job Order Master Agreement: Historic Preservation Services,Arizona,06/21/2021,07/13/2021
8174,Relay Upgrade Design for 138kV Transmission Line L1500,Illinois,06/21/2021,07/13/2021
8175,Small Acre Multifamily Rental Single-Family Ownership Bench,Maryland,06/21/2021,08/18/2021
8176,Hemlock Lodge Re-Roof natural Bridge SRP,Kentucky,06/21/2021,07/13/2021
8177,Cradle of Country Music Art Pier Construction Services,Tennessee,06/21/2021,07/09/2021
8178,Component Supply Center (CSC) Frame Rack Installation,Washington,06/21/2021,07/13/2021
8179,Engineering Services for Logan-Cache Airport,Utah,06/21/2021,07/22/2021
8180,Planning Services for The Logan-Cache Airport,Utah,06/21/2021,08/19/2021
8181,Engineering Services for Airfield Electrical Upgrades - Phase III Project,Washington,06/21/2021,07/22/2021
8182,SC DJJ Evidence-Based Programs,South Carolina,06/21/2021,07/16/2021
8183,Statewide Courier Services for Newborn Screening Blood Samples,South Carolina,06/21/2021,07/27/2021
8184,VIDEOGRAPHY SERVICES FOR MEDIA SERVICES DEPARTMENT,South Carolina,06/21/2021,07/19/2021
8185,STC HOUSEHOLD APPLIANCES,South Carolina,06/21/2021,08/04/2021
8186,SIGN LANGUAGE INTERPRETING SERVICES,South Carolina,06/21/2021,07/19/2021
8187,SCETV Grounds Maintenance,South Carolina,06/21/2021,07/30/2021
8188,ECONOMIC DEVELOPMENT STRATEGIC PLAN,California,06/21/2021,07/15/2021
8189,Carbon County Emergency Operations & Training Center HVAC and Mechanical,Pennsylvania,06/21/2021,07/29/2021
8190,Carbon County Emergency Operations & Training Center Plumbing,Pennsylvania,06/21/2021,07/29/2021
8191,Carbon County Emergency Operations & Training Center Electrical Work,Pennsylvania,06/21/2021,07/29/2021
8192,"Carbon County Emergency Operations & Training Center General Construction, Fire Protection (including Site not covered under separate contract, Demolition if any, Architectural, Structural)",Pennsylvania,06/21/2021,07/29/2021
8193,2021 Sewer Budget Road Program,Pennsylvania,06/21/2021,07/08/2021
8194,St. Eugene's Sidewalk and Curb Improvements,Pennsylvania,06/21/2021,07/12/2021
8195,Plainfield Township Tri-Axle Dump Trucks with CDL Operators,Pennsylvania,06/21/2021,07/08/2021
8196,KING STREET PEDESTRIAN CROSSING,Pennsylvania,06/21/2021,07/09/2021
8197,North Grape & North Pear Street Sewer Main Replacement,Pennsylvania,06/21/2021,07/09/2021
8198,2021 Plainfield Township Road Milling Project,Pennsylvania,06/21/2021,07/08/2021
8199,South Kihei Road Pavement Rehabilitation,Hawaii,06/21/2021,07/15/2021
8200,South Maui District Resurfacing (FY2021),Hawaii,06/21/2021,07/28/2021
8201,Baldwin High School and Waihee Elementary School-Remove and Replace Air Conditioner Units,Hawaii,06/21/2021,07/09/2021
8202,City Distribution Division Campus at 2000 Marin Pre-Construction and Construction Services (Construction Manager / General Contractor),California,06/21/2021,08/04/2021
8203,CAD and BIM Standards Development and As-Needed CAD and BIM Services,California,06/21/2021,07/30/2021
8204,Housing Stability Services,New Mexico,06/21/2021,07/20/2021
8205,MUNICIPAL FIRE ALARM EQUIPMENT,New Hampshire,06/21/2021,07/15/2021
8206,PLANNING SERVICES,Utah,06/21/2021,08/19/2021
8207,"Comprehensice Disaster Recovery, Financial & Grant Management Support Services",Texas,06/21/2021,07/29/2021
8208,Construction Material Testing and Geotechnical Engineering Services,Texas,06/21/2021,07/22/2021
8209,TOWN LINE ROAD CAST IN PLACE STORAGE TANK & BOOSTER STATION,Wisconsin,06/21/2021,07/14/2021
8210,EXECUTIVE SEARCH CONSULTING SERVICES,New Jersey,06/21/2021,07/07/2021
8211,PLUMBING,Pennsylvania,06/21/2021,07/14/2021
8212,Clover Mill Pump Station Electrical Modifications,Pennsylvania,06/21/2021,07/20/2021
8213,Freelance Social Media Strategist and Content Creator,New Mexico,06/21/2021,07/06/2021
8214,TEMPORARY EMPLOYEE STAFFING SERVICES,Wisconsin,06/21/2021,07/09/2021
8215,FIRE PROTECTION,Pennsylvania,06/21/2021,07/14/2021
8216,East Sunset Drive Roadway Widening,California,06/21/2021,07/02/2021
8217,ELECTRICAL,Pennsylvania,06/21/2021,07/14/2021
8218,Yardley-Newtown (S.R. 0332) and Creamery Road/Mirror Lake Road Interconnection Project,Pennsylvania,06/21/2021,07/08/2021
8219,HVAC,Pennsylvania,06/21/2021,07/14/2021
8220,Freelance Photographer/Videographer,New Mexico,06/21/2021,07/02/2021
8221,GENERAL CONTRACTOR,Pennsylvania,06/21/2021,07/14/2021
8222,KING STREET PEDESTRAIN CROSSING,Pennsylvania,06/21/2021,07/09/2021
8223,"Storm Water Drainage, Road Improvements And Grade Raise Shore Road Area - Bellmore, NY Mermaid Avenue / Canal Place Area - Wantagh, NY",New York,06/21/2021,07/08/2021
8224,replace six (6) existing ground split system air handling units and heat pumps with new units,Tennessee,06/21/2021,07/09/2021
8225,West Trevorton Sanitary Sewer Rehabilitation Project,Pennsylvania,06/21/2021,07/12/2021
8226,Executive Search Firm,Tennessee,06/21/2021,07/19/2021
8227,Re-Bid of the 2021 Road Program,Pennsylvania,06/21/2021,07/08/2021
8228,PROPOSAL FOR PAVEMENT MARKINGS,Pennsylvania,06/21/2021,07/13/2021
8229,Clinton Area Waterline Replacement - Area 100,Pennsylvania,06/21/2021,07/08/2021
8230,Raw Water Line Relocation Project,Tennessee,06/21/2021,07/08/2021
8231,Clinton Area Waterline Replacement - Area 200,Pennsylvania,06/21/2021,07/08/2021
8232,Road Materials,Pennsylvania,06/21/2021,07/15/2021
8233,ARNOLD AVENUE SIDEWALK IMPROVEMENTS,Oregon,06/21/2021,07/15/2021
8234,Unit Price Contracts for Firestopping,Tennessee,06/21/2021,07/14/2021
8235,PUBLIC IMPROVEMENT,Oregon,06/21/2021,07/28/2021
8236,PROFESSIONAL CONSULTING SERVICES FOR MULTI-PURPOSE SPORT COURT AT MOUNTAIN VIEW CHAMPIONS PARK,Oregon,06/21/2021,07/14/2021
8237,HOUSING INFRASTRUCTURE IMPROVEMENTS - 2021,Oregon,06/21/2021,07/15/2021
8238,Injecting Soil Stabilization Materials at Soil Covered Structures and in Roadway Bases,New Hampshire,06/21/2021,07/02/2021
8239,Grand Piano,Nebraska,06/21/2021,07/21/2021
8240,Food Service Management Proposal,Oklahoma,06/21/2021,07/28/2021
8241,"2-inch cold mill, 2-inch plantmix bituminous surface with open grade, I-15, in Mesquite from 1.677 miles North of the Logandale/Overton Interchange to 0.370 miles North of Lower Flat Top Drive",Nevada,06/21/2021,07/15/2021
8242,REQUEST FOR PROPOSALS 12th Avenue West Roadway and Utilities Improvements Project,Montana,06/21/2021,07/19/2021
8243,Replacement of Lock Hardware at Bernice Mathews Elementary School,Nevada,06/21/2021,07/22/2021
8244,Enhanced Workplace Assistance,Tennessee,06/21/2021,07/07/2021
8245,Public Utilities Rate Evaluation & Financial Services Attention,New Mexico,06/21/2021,07/16/2021
8246,Recruitment services for a Human Resource Manager,Washington,06/21/2021,07/16/2021
8247,Milk for the Child and Adult Care Food Program (CACFP),Georgia,06/21/2021,07/22/2021
8248,SUPPORTIVE CAMPSITE PROGRAM,Washington,06/21/2021,07/14/2021
8249,ANNUAL PAVEMENT LIFTING PROJECT,Texas,06/21/2021,07/08/2021
8250,New Engine House Facilities,Missouri,06/21/2021,07/20/2021
8251,Game Day Restroom Trailers 2021,Alabama,06/21/2021,07/07/2021
8252,Web Filtering Solutions RFP,Minnesota,06/21/2021,07/28/2021
8253,Developer Partner,Virginia,06/21/2021,07/14/2021
8254,POWDER SPRINGS STREET IMPROVEMENTS SANDTOWN ROAD TO REYNOLDS STREET WATER AND SANITARY SEWER RELOCATION,Georgia,06/21/2021,07/16/2021
8255,John Deere Construction Parts & Service,California,06/21/2021,07/07/2021
8256,RENOVATION AND EXPANSION OF MUNICIPAL BUILDING,Georgia,06/21/2021,08/06/2021
8257,Mount Clemens Middle School Roofing Replacement,Michigan,06/21/2021,07/07/2021
8258,Line Striping Equipment,New York,06/21/2021,07/07/2021
8259,SANITARY SEWER SYSTEM REHABILITATOIN PROGRAM FISCAL YEAR 2021-2025,Georgia,06/21/2021,07/22/2021
8260,Auditor Services,New Jersey,06/21/2021,07/07/2021
8261,Groundwater Nitrate Model,Minnesota,06/21/2021,07/16/2021
8262,LANDSCAPE MAINTENANCE FOR SEWAGE PUMPING STATIONS (SHELTERED MARKET SOLICITATION),Florida,06/21/2021,07/07/2021
8263,RFP Lee Road Action Plan,Ohio,06/21/2021,07/07/2021
8264,2021 Patching Program,Illinois,06/21/2021,07/07/2021
8265,Bids for Park Department Vehicle,Missouri,06/21/2021,07/07/2021
8266,Substation Consultant Services,Florida,06/21/2021,07/20/2021
8267,Fiber Lease for Internet Access,Connecticut,06/21/2021,07/07/2021
8268,Sandhill Farms Subdivision – Sanitary & Watermain,Wisconsin,06/21/2021,07/16/2021
8269,Fertilizers & Other Agricultural Supplements for the Las Varas Ranch,California,06/21/2021,07/02/2021
8270,ALTERATIONS BAYONNE ECONOMIC OPPORTUNITY FOUNDATION (FORMER HOLY FAMILY SCHOOL),New Jersey,06/21/2021,07/07/2021
8271,Continuing Urban Design Services,Florida,06/21/2021,07/22/2021
8272,2021 Crack Filling Program,Illinois,06/21/2021,07/07/2021
8273,TDOT High Visibility Safety Accessories & Hardhats,Tennessee,06/21/2021,07/19/2021
8274,3M Stone Floor System,New York,06/21/2021,07/07/2021
8275,CORRECTIONAL HEALTHCARE SERVICES,Ohio,06/21/2021,09/01/2021
8276,Portable Sound System,Michigan,06/21/2021,07/06/2021
8277,Engineering Services Phase 4 & 5 Downtown Storm Drain and Floodplain Re-Delineation,Arizona,06/21/2021,07/15/2021
8278,"PVC SEWER PIPE FITTINGS, SDR35 (SHELTERED MARKET SOLICITATION)",Florida,06/21/2021,07/06/2021
8279,Lease of Unmarked Vehicles,Connecticut,06/21/2021,07/07/2021
8280,2021 ADDITIONAL PAVING PROGRAM,Ohio,06/21/2021,07/16/2021
8281,Bond Underwriting Services,Ohio,06/21/2021,07/19/2021
8282,Borough Hall Roof Repair,New Jersey,06/21/2021,07/27/2021
8283,Sale of Lot#1 Interstate Lane in Reidville Industrial Park,Connecticut,06/21/2021,07/07/2021
8284,A/E Services needed for the reconfiguration and Upgrade to Parking Lot at 3911 Kennedy Blvd. (AMP 3),New Jersey,06/21/2021,07/07/2021
8285,Interim Repairs of Waterway Pier Structure No. W115.36 - Western Hackensack River Bridge,New Jersey,06/21/2021,07/20/2021
8286,Mechanical Renovation of Offices and Small Group Instruction Rooms AT MOUNT PLEASANT ELEMENTARY SCHOOL,New Jersey,06/21/2021,07/07/2021
8287,TWO (2) PICK-UP TRUCKS WITH CAPS,Ohio,06/21/2021,07/06/2021
8288,Fuel - Renewable Diesel,California,06/21/2021,07/06/2021
8289,Water Customer Service Connection Inspection Services,Florida,06/21/2021,07/13/2021
8290,Citywide Overhear Door Services,Florida,06/21/2021,07/02/2021
8291,"1,500 GPM 1,000 gallon Pumper Truck",Ohio,06/21/2021,08/04/2021
8292,Code Management System,Washington,06/21/2021,07/01/2021
8293,Northmont Branch – Bid Release #1 Single Prime/GC,Ohio,06/21/2021,07/15/2021
8294,"Fire Alarm System Inspections, Testing and Maintenance at multiple facilities",Nebraska,06/21/2021,07/27/2021
8295,LIQUID SULFUR DIOXIDE (RE-BID),Florida,06/21/2021,07/01/2021
8296,SANITARY SEWER REHABILITATION,New Jersey,06/21/2021,07/15/2021
8297,Passenger Ferry Operator,New Jersey,06/21/2021,07/18/2021
8298,FORENSIC TOXICOLOGY TESTING SERVICES,California,06/21/2021,07/29/2021
8299,Lease of Space on Township-owned Water Tank for Wireless Communications,New Jersey,06/21/2021,08/10/2021
8300,Extrication Equipment,Georgia,06/21/2021,07/27/2021
8301,Glycerin based supplemental carbon source for use in wastewater denitrification,Illinois,06/21/2021,07/06/2021
8302,IFB 2021 Unit Turnaround,Maryland,06/21/2021,09/17/2021
8303,Juvenile Delinquency Early Intervention,Iowa,06/21/2021,07/19/2021
8304,BOILER RESTORATION & REPLACEMENT,New Jersey,06/21/2021,07/22/2021
8305,Whitehall Drive Boardwalk,South Carolina,06/21/2021,08/12/2021
8306,Anti-Plagiarism Software,South Carolina,06/21/2021,07/22/2021
8307,Cash Overlay Program Management,Washington,06/21/2021,08/20/2021
8308,MEDIA MONITORING AND SOCIAL MEDIA MGMT,South Carolina,06/21/2021,07/28/2021
8309,FY 2021 NJDOT MUNICIPAL AID ROAD PROGRAM - IMPROVEMENTS TO SEA BREEZE DRIVE AND TRADEWINDS DRIVE,New Jersey,06/21/2021,07/02/2021
8310,Early Childhood Outreach (CBO),Illinois,06/21/2021,07/06/2021
8311,96 Gallon Trash Roll-Out Containers,Louisiana,06/21/2021,07/06/2021
8312,"Broome, Otsego, Sullivan Cos., LANDSCAPING & STORMWATER CONTRACT FFY21 Region 9",New York,06/21/2021,07/22/2021
8313,Metal Fabrication and Repair Services for Solid Waste,Florida,06/21/2021,07/22/2021
8314,"Montgomery Co., 0.7 Miles of Reconstruction on Route 5 in the City of Amsterdam.",New York,06/21/2021,07/22/2021
